task_id,input_shape_relation,output_shape_relation,same_shape,crop,expand,panel,scale,num_colors_in,num_colors_out,color_role_stability,has_frame,has_panel_separator,has_objects,has_lines,has_holes,has_symmetry,has_periodicity,has_translation,has_recolor,has_counting,has_template_copy,current_cost,potential_to_1000,current_model_source,known_online_status,family,family_reason
task127,3x11;3x11;3x11;7x11,3x11;3x11;3x11;7x11,True,False,False,True,False,6,5,0.8333,False,True,True,True,False,both,False,True,True,False,False,4500,1.5041,outputs\onnx\task127.onnx,tried,A,same_shape_local_mask_or_recolor
task128,15x15;15x15;15x15,15x15;15x15;15x15,True,False,False,False,False,4,4,0.75,False,False,True,False,False,none,False,False,False,False,True,906,0,outputs\onnx\task128.onnx,tried,H,object_copy_or_marker_paste
task129,3x3;3x3;3x3,3x3;3x3;3x3,True,False,False,False,False,7,3,0.2857,False,False,False,True,False,none,False,False,False,False,False,258,0,outputs\onnx\task129.onnx,tried,D,line_completion_or_projection
task130,9x9;9x9,3x3;3x3,False,True,False,False,False,8,7,0.0,False,False,True,False,False,none,False,False,False,False,False,608,0,outputs\onnx\task130.onnx,tried,B,bbox_crop_or_object_extraction
task131,4x16;17x5;17x5,4x16;17x5;17x5,True,False,False,True,False,3,4,0.6667,False,True,True,True,True,none,False,True,True,False,True,4943,1.598,outputs\onnx\task131.onnx,tried,A,same_shape_local_mask_or_recolor
task132,10x10;7x8;10x10;6x11,10x10;7x8;10x10;6x11,True,False,False,False,False,6,6,0.8333,False,False,True,False,False,none,False,True,False,False,False,436,0,outputs\onnx\task132.onnx,tried,A,same_shape_translation_based
task133,16x12;16x18;17x18;15x18,16x12;16x18;17x18;15x18,True,False,False,False,False,7,7,0.8571,False,False,True,False,False,none,False,True,False,False,True,1406822,7.2491,outputs\onnx\task133.onnx,tried,L,high_cost_representation_rewrite_candidate
task134,20x24;22x23;24x23,3x3;3x3;3x3,False,True,False,False,False,7,4,0.0,False,False,True,True,True,none,False,False,False,False,False,600,0,outputs\onnx\task134.onnx,tried,B,bbox_crop_or_object_extraction
task135,9x9;9x9;9x9;9x9,3x3;3x3;3x3;3x3,False,True,False,False,False,10,9,0.0,False,False,True,False,True,none,False,False,False,False,False,54,0,outputs\onnx\task135.onnx,tried,B,bbox_crop_or_object_extraction
task136,10x10;10x10;10x10,10x10;10x10;10x10,True,False,False,False,False,3,3,0.6667,False,False,True,False,True,none,False,True,False,False,True,2229,0.8016,outputs\onnx\task136.onnx,tried,E,hole_fill_or_enclosed_region
task137,23x23;23x23;23x23,23x23;23x23;23x23,True,False,False,False,False,4,4,0.75,False,False,True,True,True,none,False,True,False,False,True,2028,0.7071,outputs\onnx\task137.onnx,tried,D,line_completion_or_projection
task138,22x22;12x12;14x15,15x12;8x8;6x9,False,True,False,True,False,7,7,0.0,False,True,True,True,True,none,False,False,False,False,True,789,0,outputs\onnx\task138.onnx,tried,B,bbox_crop_or_object_extraction
task139,9x9;9x9,9x9;9x9,True,False,False,False,False,2,3,0.5,False,False,True,False,False,none,False,True,True,False,True,988,0,outputs\onnx\task139.onnx,tried,H,object_copy_or_marker_paste
task140,3x3;3x3,3x3;3x3,True,False,False,False,False,7,7,0.7143,False,False,False,False,False,none,False,False,False,False,False,144,0,outputs\onnx\task140.onnx,tried,A,same_shape_generic
task141,15x15;15x15;7x7,15x15;15x15;7x7,True,False,False,False,False,4,4,0.75,False,False,False,False,False,vertical,False,True,False,False,True,409,0,outputs\onnx\task141.onnx,tried,F,symmetry_or_mirror_completion
task142,3x3;3x3;3x3,6x6;6x6;6x6,False,False,True,False,True,4,4,0.0,False,False,False,True,True,none,False,False,False,False,True,9000,2.1972,outputs\onnx\task142.onnx,tried,J,scale_repeat_or_kron
task143,10x10;10x10;10x10,10x10;10x10;10x10,True,False,False,False,False,9,8,0.7778,False,False,True,False,False,none,False,False,False,False,True,465,0,outputs\onnx\task143.onnx,tried,H,object_copy_or_marker_paste
task144,9x4;9x4;9x4;9x4,4x4;4x4;4x4;4x4,False,True,False,True,False,4,2,0.0,False,True,True,False,True,none,False,False,True,False,False,322,0,outputs\onnx\task144.onnx,tried,B,bbox_crop_or_object_extraction
task145,18x13;11x13;11x16;15x16,18x13;11x13;11x16;15x16,True,False,False,True,False,2,4,0.5,False,True,False,True,True,none,False,True,True,False,True,2979,1.0916,outputs\onnx\task145.onnx,tried,C,panel_selection_or_algebra
task146,9x3;9x3;9x3;9x3,3x3;3x3;3x3;3x3,False,True,False,True,False,9,5,0.0,False,True,False,True,False,none,False,False,False,False,False,203,0,outputs\onnx\task146.onnx,tried,C,panel_selection_or_algebra
task147,3x3;4x6;4x4;5x6,3x3;4x6;4x4;5x6,True,False,False,False,False,2,3,0.5,False,False,True,False,False,none,False,False,True,False,True,4550,1.5151,outputs\onnx\task147.onnx,tried,H,object_copy_or_marker_paste
task148,19x8;20x10;20x10,19x8;20x10;20x10,True,False,False,False,False,3,4,0.6667,False,False,True,False,False,none,False,True,True,False,False,1873,0.6275,outputs\onnx\task148.onnx,tried,A,same_shape_local_mask_or_recolor
task149,11x11;11x11;11x11;11x11,3x3;3x3;3x3;3x3,False,True,False,True,False,3,2,0.0,False,True,True,False,True,none,False,False,True,False,False,232,0,outputs\onnx\task149.onnx,tried,B,bbox_crop_or_object_extraction
task150,4x4;7x7;6x6,4x4;7x7;6x6,True,False,False,False,False,4,4,0.0,False,False,False,True,False,none,False,False,False,False,True,302,0,outputs\onnx\task150.onnx,tried,D,line_completion_or_projection
task151,4x4;8x8;6x6,4x4;8x8;6x6,True,False,False,True,False,7,8,0.0,False,True,False,False,False,none,False,True,True,False,True,525,0,outputs\onnx\task151.onnx,tried,C,panel_selection_or_algebra
task152,3x3;3x3;3x3;3x3,6x6;6x6;6x6;6x6,False,False,True,False,True,8,8,0.0,False,False,False,True,False,none,False,False,False,False,True,9000,2.1972,outputs\onnx\task152.onnx,tried,J,scale_repeat_or_kron
task153,10x10;10x10;10x10,3x3;3x3;3x3,False,True,False,False,False,6,5,0.0,False,False,True,True,False,none,False,False,False,False,False,3320,1.2,outputs\onnx\task153.onnx,tried,B,bbox_crop_or_object_extraction
task154,15x15;15x15;15x15,15x15;15x15;15x15,True,False,False,False,False,3,3,0.6667,False,False,True,False,True,none,False,False,False,False,True,4966,1.6026,outputs\onnx\task154.onnx,tried,E,hole_fill_or_enclosed_region
task155,5x5;5x5;7x7,5x5;5x5;7x7,True,False,False,False,False,6,6,0.0,False,False,False,False,False,none,False,False,False,False,False,311,0,outputs\onnx\task155.onnx,tried,A,same_shape_generic
task156,10x10;10x10,10x10;10x10,True,False,False,False,False,2,4,0.5,False,False,True,False,False,none,False,False,True,False,True,2979,1.0916,outputs\onnx\task156.onnx,tried,H,object_copy_or_marker_paste
task157,10x15;10x15,10x15;10x15,True,False,False,False,False,3,3,0.6667,False,False,True,True,False,none,False,False,True,False,True,809080,6.6959,outputs\onnx\task157.onnx,tried,L,high_cost_representation_rewrite_candidate
task158,20x19;20x21;21x22,20x19;20x21;21x22,True,False,False,True,False,6,6,0.5,True,True,False,True,False,none,False,False,False,False,True,4613,1.5289,outputs\onnx\task158.onnx,tried,C,panel_selection_or_algebra
task159,18x21;19x22;21x24,8x8;5x5;11x11,False,True,False,False,False,5,5,0.0,False,False,True,True,True,none,False,False,False,False,True,12549,2.5296,outputs\onnx\task159.onnx,tried,B,bbox_crop_or_object_extraction
task160,10x10;10x10,10x10;10x10,True,False,False,False,False,2,3,0.0,False,False,True,False,True,none,False,True,True,False,True,571,0,outputs\onnx\task160.onnx,tried,E,hole_fill_or_enclosed_region
task161,11x22;13x20;15x17,11x22;13x20;15x17,True,False,False,False,False,7,4,0.2857,False,False,True,True,False,none,False,True,False,False,False,389,0,outputs\onnx\task161.onnx,tried,D,line_completion_or_projection
task162,20x20;20x20;20x20,20x20;20x20;20x20,True,False,False,False,False,4,5,0.75,False,False,True,False,True,none,False,True,True,False,True,183,0,outputs\onnx\task162.onnx,tried,A,same_shape_local_mask_or_recolor
task163,11x11;11x11;11x11;11x11,11x11;11x11;11x11;11x11,True,False,False,True,False,10,9,0.5,False,True,True,True,True,none,False,True,False,False,True,9439,2.2449,outputs\onnx\task163.onnx,tried,C,panel_selection_or_algebra
task164,3x3;3x3;3x3;3x3,3x6;3x6;3x6;3x6,False,False,True,False,False,3,3,0.0,False,False,False,True,False,none,False,False,False,False,False,270,0,outputs\onnx\task164.onnx,tried,J,expand_generic
task165,20x20;20x20;20x20,20x20;20x20;20x20,True,False,False,False,False,7,7,0.8571,False,False,True,False,False,none,False,True,False,False,True,3162,1.1512,outputs\onnx\task165.onnx,tried,H,object_copy_or_marker_paste
task166,14x10;7x8;9x8,14x10;7x8;9x8,True,False,False,False,False,2,3,0.5,False,False,False,False,True,none,False,True,True,False,True,289,0,outputs\onnx\task166.onnx,tried,E,hole_fill_or_enclosed_region
task167,3x3;3x3;3x3;3x3;3x3,3x3;3x3;3x3;3x3;3x3,True,False,False,True,False,3,2,0.0,False,True,False,True,False,both,True,True,True,False,False,1562,0.446,outputs\onnx\task167.onnx,tried,C,panel_selection_or_algebra
task168,10x10;10x10,10x10;10x10,True,False,False,False,False,3,3,0.6667,False,False,True,False,False,none,False,True,False,False,True,1505,0.4088,outputs\onnx\task168.onnx,tried,H,object_copy_or_marker_paste
task169,10x10;10x10;10x10,10x10;10x10;10x10,True,False,False,False,False,2,4,0.5,False,False,True,False,False,none,False,False,True,False,False,4799,1.5684,outputs\onnx\task169.onnx,tried,A,same_shape_with_recolor
task170,27x21;27x25;22x22,3x3;3x3;4x4,False,True,False,False,False,10,10,0.0,False,False,True,False,False,none,False,False,False,False,False,19255,2.9578,outputs\onnx\task170.onnx,tried,B,bbox_crop_or_object_extraction
task171,3x3;4x3;5x4;5x6,3x3;4x3;5x4;5x6,True,False,False,False,False,1,2,0.0,False,False,False,True,True,both,True,True,True,False,False,4550,1.5151,outputs\onnx\task171.onnx,tried,D,line_completion_or_projection
task172,3x3;3x3;3x3;3x3,6x3;6x3;6x3;6x3,False,False,True,True,False,8,8,0.0,False,True,False,True,False,horizontal,False,False,False,False,False,270,0,outputs\onnx\task172.onnx,tried,C,panel_selection_or_algebra
task173,13x22;13x12;14x19,13x22;13x12;14x19,True,False,False,False,False,7,7,0.8571,False,False,True,False,True,none,False,True,False,False,True,751,0,outputs\onnx\task173.onnx,tried,E,hole_fill_or_enclosed_region
task174,10x10;10x10;10x10,2x4;2x2;2x4,False,True,False,False,False,8,4,0.0,False,False,True,True,False,none,False,False,False,False,False,614,0,outputs\onnx\task174.onnx,tried,B,bbox_crop_or_object_extraction
task175,21x21;21x21;21x21,21x21;21x21;21x21,True,False,False,False,False,9,8,0.8889,False,False,False,False,True,none,False,True,False,False,True,13760,2.6218,outputs\onnx\task175.onnx,tried,E,hole_fill_or_enclosed_region
task176,3x10;3x15;3x18,3x10;3x15;3x18,True,False,False,False,False,2,3,0.5,False,False,True,False,False,rotational,False,True,True,False,False,696,0,outputs\onnx\task176.onnx,tried,F,symmetry_or_mirror_completion
task177,10x15;12x16;15x17,4x8;5x5;4x6,False,True,False,False,False,7,6,0.0,False,False,False,True,False,none,False,False,False,False,True,945,0,outputs\onnx\task177.onnx,tried,K,template_matching_or_finite_pattern
task178,3x3;3x3;3x5;4x2;6x4,3x1;1x3;1x4;3x1;4x1,False,True,False,True,False,6,6,0.0,False,True,False,True,False,both,False,False,False,True,False,3009,1.1016,outputs\onnx\task178.onnx,tried,C,panel_selection_or_algebra
task179,3x3;3x3;3x3;3x3,3x3;3x3;3x3;3x3,True,False,False,False,False,6,6,0.1667,False,False,False,True,False,none,False,False,False,False,False,0,0,outputs\onnx\task179.onnx,tried,D,line_completion_or_projection
task180,8x8;8x8;8x8;8x8;8x8,4x4;4x4;4x4;4x4;4x4,False,True,False,False,False,5,5,0.0,False,False,True,True,True,none,False,False,False,False,False,4658,1.5386,outputs\onnx\task180.onnx,tried,B,bbox_crop_or_object_extraction
task181,6x9;6x9;6x9,6x9;6x9;6x9,True,False,False,False,False,3,3,0.6667,False,False,True,False,True,none,False,True,False,False,True,672,0,outputs\onnx\task181.onnx,tried,E,hole_fill_or_enclosed_region
task182,20x20;20x20;20x20;20x20,20x20;20x20;20x20;20x20,True,False,False,False,False,5,5,0.8,False,False,True,False,True,none,False,False,False,False,True,2930,1.075,outputs\onnx\task182.onnx,tried,E,hole_fill_or_enclosed_region
task183,8x8;6x6;8x8,4x4;2x2;4x4,False,True,False,True,False,9,7,0.0,False,True,False,False,True,none,False,False,False,False,False,250,0,outputs\onnx\task183.onnx,tried,C,panel_selection_or_algebra
task184,20x20;18x22;23x17,2x2;2x3;3x2,False,True,False,False,False,8,7,0.0,False,False,True,False,True,none,False,False,False,False,False,250,0,outputs\onnx\task184.onnx,tried,B,bbox_crop_or_object_extraction
task185,29x29;27x27;29x29;27x27,3x3;3x3;3x3;3x3,False,True,False,True,False,7,6,0.0,False,True,False,True,True,none,False,False,False,False,False,595,0,outputs\onnx\task185.onnx,tried,C,panel_selection_or_algebra
task186,3x3;3x3;3x3;3x3;3x3;3x3;3x3;3x3;3x3;3x3,3x3;3x3;3x3;3x3;3x3;3x3;3x3;3x3;3x3;3x3,True,False,False,False,False,2,2,0.0,False,False,True,True,False,vertical,False,False,True,False,False,1994,0.6901,outputs\onnx\task186.onnx,tried,D,line_completion_or_projection
task187,23x23;22x25;24x21,23x23;22x25;24x21,True,False,False,True,False,4,5,0.75,False,True,False,True,True,none,False,True,True,False,False,1899,0.6413,outputs\onnx\task187.onnx,tried,A,same_shape_local_mask_or_recolor
task188,4x8;3x6;6x2,4x4;3x3;3x2,False,True,False,True,False,6,6,0.0,False,True,False,True,False,rotational,False,False,False,False,True,352,0,outputs\onnx\task188.onnx,tried,C,panel_selection_or_algebra
task189,9x9;9x9;9x9,6x6;6x6;6x6,False,True,False,True,False,8,6,0.0,False,True,True,False,True,none,False,False,False,False,False,1968,0.677,outputs\onnx\task189.onnx,tried,B,bbox_crop_or_object_extraction
task190,10x10;10x10;10x10,10x10;10x10;10x10,True,False,False,False,False,4,4,0.75,False,False,True,False,False,none,False,True,False,False,True,1538,0.4305,outputs\onnx\task190.onnx,tried,H,object_copy_or_marker_paste
task191,23x23;23x23;23x23;23x23,23x23;23x23;23x23;23x23,True,False,False,False,False,3,3,0.6667,False,False,True,False,False,none,False,True,False,False,True,773,0,outputs\onnx\task191.onnx,tried,H,object_copy_or_marker_paste
task192,13x14;13x16,13x14;13x16,True,False,False,False,False,5,3,0.6,False,False,True,False,False,none,False,True,False,False,True,327,0,outputs\onnx\task192.onnx,tried,H,object_copy_or_marker_paste
task193,13x13;17x17;7x7,13x13;17x17;7x7,True,False,False,False,False,4,4,0.25,False,False,True,False,False,none,False,True,False,False,True,327,0,outputs\onnx\task193.onnx,tried,H,object_copy_or_marker_paste
task194,3x3;3x3;3x3,6x6;6x6;6x6,False,False,True,True,True,6,6,0.0,False,True,False,False,True,both,False,False,False,False,True,9000,2.1972,outputs\onnx\task194.onnx,tried,C,panel_selection_or_algebra
task195,16x18;16x18;16x18,9x9;9x9;9x9,False,True,False,False,False,2,2,0.0,False,False,True,True,True,none,False,False,False,False,True,4073,1.4044,outputs\onnx\task195.onnx,tried,B,bbox_crop_or_object_extraction
task196,15x15;15x15;9x9,15x15;15x15;9x9,True,False,False,False,False,2,3,0.5,False,False,True,False,True,none,False,False,True,False,True,431,0,outputs\onnx\task196.onnx,tried,E,hole_fill_or_enclosed_region
task197,10x8;10x8;12x8;6x8,10x8;10x8;12x8;6x8,True,False,False,False,False,8,8,0.875,False,False,True,False,False,none,False,True,False,False,True,92,0,outputs\onnx\task197.onnx,tried,H,object_copy_or_marker_paste
task198,24x24;29x29;19x19,24x24;29x29;19x19,True,False,False,True,False,4,5,0.75,False,True,True,True,True,none,False,True,True,False,False,2799,1.0293,outputs\onnx\task198.onnx,tried,A,same_shape_local_mask_or_recolor
task199,3x3;5x5;9x9,3x3;5x5;9x9,True,False,False,False,False,4,5,0.75,False,False,False,False,False,both,False,True,True,False,False,378,0,outputs\onnx\task199.onnx,tried,A,same_shape_local_mask_or_recolor
task200,10x10;10x10;10x10,10x10;10x10;10x10,True,False,False,False,False,4,5,0.75,False,False,False,True,False,none,False,True,True,False,False,965,0,outputs\onnx\task200.onnx,tried,A,same_shape_local_mask_or_recolor
task201,13x13;13x13;13x13;13x13,6x8;7x8;4x6;5x6,False,True,False,False,False,7,7,0.0,False,False,True,False,True,none,False,False,False,False,True,3246,1.1774,outputs\onnx\task201.onnx,tried,B,bbox_crop_or_object_extraction
task202,15x19;14x13;13x15;14x15,15x19;14x13;13x15;14x15,True,False,False,True,False,7,7,0.1429,False,True,False,True,True,none,False,True,False,False,True,50,0,outputs\onnx\task202.onnx,tried,C,panel_selection_or_algebra
task203,12x12;6x6;8x8;10x10,12x12;6x6;8x8;10x10,True,False,False,False,False,8,8,0.5,True,False,False,True,False,both,False,False,False,False,True,3544,1.2653,outputs\onnx\task203.onnx,tried,D,line_completion_or_projection
task204,10x10;10x10;20x20;11x11;15x15,10x10;10x10;20x20;11x11;15x15,True,False,False,False,False,2,4,0.5,False,False,True,False,True,none,False,True,True,False,True,3202,1.1638,outputs\onnx\task204.onnx,tried,E,hole_fill_or_enclosed_region
task205,17x23;27x23;16x17,7x6;10x9;6x8,False,True,False,False,False,10,4,0.0,False,False,False,True,True,none,False,False,False,False,True,1114,0.108,outputs\onnx\task205.onnx,tried,K,template_matching_or_finite_pattern
task206,9x9;8x7;10x8,9x9;8x7;10x8,True,False,False,False,False,6,5,0.6667,False,False,True,False,False,none,False,True,False,False,True,1020,0.0198,outputs\onnx\task206.onnx,tried,H,object_copy_or_marker_paste
task207,5x5;5x5;5x5,2x2;2x2;2x2,False,True,False,False,False,4,4,0.0,False,False,True,True,False,none,False,False,False,False,False,307,0,outputs\onnx\task207.onnx,tried,B,bbox_crop_or_object_extraction
task208,21x21;21x21;21x21,21x21;21x21;21x21,True,False,False,False,False,6,6,0.1667,False,False,True,False,True,none,False,True,False,False,True,1806,0.5911,outputs\onnx\task208.onnx,tried,E,hole_fill_or_enclosed_region
task209,17x17;17x18;16x18,9x14;7x7;11x11,False,True,False,False,False,6,6,0.0,False,False,True,False,False,none,False,False,False,False,True,116524,4.7581,outputs\onnx\task209.onnx,tried,L,high_cost_representation_rewrite_candidate
task210,3x3;3x3;3x3,6x3;6x3;6x3,False,False,True,True,False,2,2,0.0,False,True,True,True,False,none,False,False,False,False,False,270,0,outputs\onnx\task210.onnx,tried,C,panel_selection_or_algebra
task211,3x2;3x2;3x2,9x4;9x4;9x4,False,False,True,True,False,4,4,0.0,False,True,True,True,False,vertical,False,False,False,False,True,9000,2.1972,outputs\onnx\task211.onnx,tried,C,panel_selection_or_algebra
task212,10x10;10x10,10x10;10x10,True,False,False,True,False,4,4,0.75,False,True,True,True,False,none,False,True,False,False,True,1321,0.2784,outputs\onnx\task212.onnx,tried,C,panel_selection_or_algebra
task213,18x15;12x10;12x12,6x6;3x3;4x4,False,True,False,True,False,8,6,0.0,False,True,True,True,False,none,False,False,False,False,False,660,0,outputs\onnx\task213.onnx,tried,B,bbox_crop_or_object_extraction
task214,3x11;3x11;3x11,3x11;3x11;3x11,True,False,False,True,False,9,8,0.8889,False,True,True,True,False,none,False,True,False,False,False,9000,2.1972,outputs\onnx\task214.onnx,tried,C,panel_selection_or_algebra
task215,15x19;10x12,15x19;10x12,True,False,False,True,False,3,3,0.6667,False,True,False,True,True,none,False,True,False,False,True,559,0,outputs\onnx\task215.onnx,tried,C,panel_selection_or_algebra
task216,20x20;20x20;20x20,5x6;9x9;5x17,False,True,False,False,False,3,2,0.0,False,False,True,True,False,none,False,False,False,False,True,888,0,outputs\onnx\task216.onnx,tried,B,bbox_crop_or_object_extraction
task217,9x9;9x9;9x9,9x9;9x9;9x9,True,False,False,False,False,4,4,0.75,False,False,True,False,True,none,False,True,False,False,True,5649,1.7315,outputs\onnx\task217.onnx,tried,E,hole_fill_or_enclosed_region
task218,21x21;21x21;21x21,3x3;2x2;3x2,False,True,False,False,False,8,7,0.0,False,False,False,True,False,none,False,False,False,False,False,328,0,outputs\onnx\task218.onnx,tried,B,crop_generic
task219,15x10;15x10;15x10,15x10;15x10;15x10,True,False,False,True,False,2,3,0.5,False,True,True,True,False,none,False,True,True,False,True,16894,2.827,outputs\onnx\task219.onnx,tried,C,panel_selection_or_algebra
task220,12x12;6x6;16x16;6x6,12x12;6x6;16x16;6x6,True,False,False,False,False,4,7,0.75,False,False,True,False,False,none,False,True,True,False,False,4500,1.5041,outputs\onnx\task220.onnx,tried,A,same_shape_local_mask_or_recolor
task221,3x3;3x3;3x3;3x3,12x12;15x15;9x9;18x18,False,False,True,False,True,5,5,0.0,False,False,True,False,True,horizontal,False,False,False,False,True,15246,2.7243,outputs\onnx\task221.onnx,tried,H,object_copy_or_marker_paste
task222,16x16;16x16;16x16,16x16;16x16;16x16,True,False,False,False,False,10,4,0.7,False,False,True,False,True,none,False,True,False,False,True,405,0,outputs\onnx\task222.onnx,tried,E,hole_fill_or_enclosed_region
task223,3x3;3x3,9x9;9x9,False,False,True,False,True,5,5,0.0,False,False,True,False,False,none,False,False,False,False,False,9000,2.1972,outputs\onnx\task223.onnx,tried,J,scale_repeat_or_kron
task224,12x13;15x13;15x14,12x13;15x13;15x14,True,False,False,False,False,5,5,0.8,False,False,True,False,True,none,False,True,False,False,True,1006,0.006,outputs\onnx\task224.onnx,tried,E,hole_fill_or_enclosed_region
task225,6x6;6x6;6x6,6x6;6x6;6x6,True,False,False,False,False,10,10,0.9,False,False,False,False,False,none,False,True,False,False,False,3168,1.1531,outputs\onnx\task225.onnx,tried,A,same_shape_translation_based
task226,10x10;10x10;10x10,10x10;10x10;10x10,True,False,False,True,False,2,5,0.5,False,True,False,True,True,horizontal,True,True,True,False,True,867,0,outputs\onnx\task226.onnx,tried,C,panel_selection_or_algebra
task227,8x4;8x4;8x4;8x4,4x4;4x4;4x4;4x4,False,True,False,True,False,3,2,0.0,False,True,True,False,True,none,False,False,True,False,False,339,0,outputs\onnx\task227.onnx,tried,B,bbox_crop_or_object_extraction
task228,10x10;10x10;10x10,10x10;10x10;10x10,True,False,False,False,False,10,10,0.8,False,False,False,False,True,none,False,False,False,False,True,562,0,outputs\onnx\task228.onnx,tried,E,hole_fill_or_enclosed_region
task229,3x3;3x3;3x3;3x3,3x3;3x3;3x3;3x3,True,False,False,True,False,5,4,0.6,False,True,False,True,False,vertical,False,False,True,False,False,357,0,outputs\onnx\task229.onnx,tried,A,same_shape_local_mask_or_recolor
task230,10x10;10x10;15x15,10x10;10x10;15x15,True,False,False,False,False,2,6,0.5,False,False,True,False,False,horizontal,False,True,True,False,True,4500,1.5041,outputs\onnx\task230.onnx,tried,F,symmetry_or_mirror_completion
task231,5x6;5x7;5x8,5x12;5x14;5x16,False,False,True,False,False,5,5,0.0,False,False,False,False,False,both,False,False,False,False,True,866,0,outputs\onnx\task231.onnx,tried,K,template_matching_or_finite_pattern
task232,10x8;10x12;7x8,10x8;10x12;7x8,True,False,False,False,False,5,6,0.8,False,False,True,False,False,vertical,False,True,True,False,False,389,0,outputs\onnx\task232.onnx,tried,A,same_shape_local_mask_or_recolor
task233,24x19;20x10;16x12,17x9;8x8;9x9,False,True,False,False,False,7,6,0.0,False,False,True,True,True,none,False,False,False,False,True,661410,6.4944,outputs\onnx\task233.onnx,tried,L,high_cost_representation_rewrite_candidate
task234,17x14;13x18;15x19,17x14;13x18;15x19,True,False,False,False,False,5,5,0.2,False,False,False,False,False,vertical,False,True,False,False,True,4347,1.4695,outputs\onnx\task234.onnx,tried,F,symmetry_or_mirror_completion
task235,4x14;4x14;4x14;4x14,3x3;3x3;3x3;3x3,False,True,False,True,False,2,4,0.0,False,True,True,True,True,horizontal,False,False,True,False,False,750,0,outputs\onnx\task235.onnx,tried,B,bbox_crop_or_object_extraction
task236,9x4;9x4;9x4;9x4,4x4;4x4;4x4;4x4,False,True,False,True,False,4,2,0.0,False,True,True,True,True,none,False,False,True,False,False,322,0,outputs\onnx\task236.onnx,tried,B,bbox_crop_or_object_extraction
task237,6x6;3x3;6x6;7x5,6x6;3x3;6x6;7x5,True,False,False,False,False,7,7,0.8571,False,False,True,False,False,both,False,True,False,False,False,317,0,outputs\onnx\task237.onnx,tried,F,symmetry_or_mirror_completion
task238,15x16;14x16;15x15,6x6;5x5;6x6,False,True,False,False,False,8,8,0.0,False,False,True,False,True,none,False,False,False,False,False,4527,1.5101,outputs\onnx\task238.onnx,tried,B,bbox_crop_or_object_extraction
task239,3x3;3x4;4x3;4x3,5x3;6x4;5x4;6x3,False,False,True,False,False,5,6,0.0,False,False,False,True,False,none,False,False,True,False,False,1284,0.25,outputs\onnx\task239.onnx,tried,I,color_role_remapping
task240,19x19;19x19;19x19,19x19;19x19;19x19,True,False,False,False,False,6,6,0.8333,False,False,True,False,False,none,False,True,False,False,True,582,0,outputs\onnx\task240.onnx,tried,H,object_copy_or_marker_paste
task241,3x3;4x4;5x5,3x3;4x4;5x5,True,False,False,False,False,8,8,0.875,False,False,True,False,False,none,False,False,False,False,True,0,0,outputs\onnx\task241.onnx,tried,H,object_copy_or_marker_paste
task242,16x16;16x16;16x16,3x3;3x3;3x3,False,True,False,False,False,10,8,0.0,False,False,False,True,True,none,False,False,False,False,False,324,0,outputs\onnx\task242.onnx,tried,B,crop_generic
task243,13x13;15x15;16x16,13x13;15x15;16x16,True,False,False,False,False,10,10,0.9,False,False,True,False,True,none,False,True,False,False,True,154,0,outputs\onnx\task243.onnx,tried,E,hole_fill_or_enclosed_region
task244,19x19;19x19;11x11,4x4;4x4;3x3,False,True,False,True,False,6,6,0.0,False,True,False,False,True,none,False,False,False,False,False,761,0,outputs\onnx\task244.onnx,tried,C,panel_selection_or_algebra
task245,7x7;9x9;9x10;9x8,7x7;9x9;9x10;9x8,True,False,False,False,False,3,3,0.3333,False,False,True,False,True,none,False,False,False,False,True,2537,0.931,outputs\onnx\task245.onnx,tried,E,hole_fill_or_enclosed_region
task246,15x15;10x16;12x14,15x15;10x16;12x14,True,False,False,False,False,3,4,0.6667,False,False,True,False,False,none,False,True,True,False,False,1079,0.076,outputs\onnx\task246.onnx,tried,A,same_shape_local_mask_or_recolor
task247,10x10;10x10;10x10;10x10;10x10;10x10,5x3;9x2;5x1;3x1;3x2;3x3,False,True,False,False,False,9,7,0.0,False,False,True,True,False,none,False,False,False,True,False,241,0,outputs\onnx\task247.onnx,tried,B,bbox_crop_or_object_extraction
task248,10x2;10x3;10x4,10x2;10x3;10x4,True,False,False,False,False,2,2,0.5,False,False,False,False,False,none,False,True,False,False,True,270,0,outputs\onnx\task248.onnx,tried,K,template_matching_or_finite_pattern
task249,3x3;4x3;4x4,3x6;4x6;4x8,False,False,True,False,False,7,7,0.0,False,False,False,False,False,none,False,False,False,False,True,1699,0.53,outputs\onnx\task249.onnx,tried,K,template_matching_or_finite_pattern
task250,10x10;10x10,10x10;10x10,True,False,False,False,False,3,3,0.6667,False,False,True,False,False,none,False,False,False,False,True,1354,0.3031,outputs\onnx\task250.onnx,tried,H,object_copy_or_marker_paste
task251,8x8;8x8;12x12,8x8;8x8;12x12,True,False,False,True,False,2,3,0.5,False,True,True,True,True,none,False,True,True,False,True,2871,1.0547,outputs\onnx\task251.onnx,tried,C,panel_selection_or_algebra
task252,3x3;8x8;6x6,3x3;8x8;6x6,True,False,False,False,False,4,5,0.25,False,False,True,False,False,rotational,False,False,True,False,True,2570,0.9439,outputs\onnx\task252.onnx,tried,F,symmetry_or_mirror_completion
