task_id,model_cost,init_name,shape,dtype,num_elements,nbytes,init_class,is_permutation,is_row_bank,is_interval_table,is_mask_bank,is_template_bank,is_transform_bank,is_one_hot,one_hot_ratio,num_unique,value_range,sparsity,consumer_ops,downstream_chain,can_be_gather,can_be_formula,can_be_small_conv,decompilation_notes
task277,29850,onnx::Conv_492,23x1x6x6,float32,828,3312,unknown,False,False,False,False,False,False,False,0.0,3,"[-1.0,1.0]",0.1111,Conv,Conv→Greater→Cast→ReduceSum→Mul→Mul,False,False,False,
task277,29850,onnx::Conv_472,33x1x5x5,float32,825,3300,unknown,False,False,False,False,False,False,False,0.2667,3,"[-1.0,1.0]",0.16,Conv,Conv→Greater→Cast→ReduceSum→Mul→Mul,False,False,False,
task170,19255,v13,1x1x28x28,float32,784,3136,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.4643,Where,Where→Pad→ReduceSum→ReduceMax→ReduceMax→Slice→Slice→Slice→Slice→Slice,False,False,False,
task170,19255,v18,1x1x28x28,float32,784,3136,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.5357,Where,Where→ReduceSum→Where→ReduceMax→ReduceMax→Greater→ArgMax→ArgMax→Where,False,False,False,
task367,219324,gate_closed_1_1,1x1x28x28,float32,784,3136,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→ConvTranspose→Sum→Greater,False,False,False,
task367,219324,gate_left_1_1,1x1x28x28,float32,784,3136,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.9643,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_right_1_1,1x1x28x27,float32,756,3024,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_1_2,1x1x28x27,float32,756,3024,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.963,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_closed_2_1,1x1x27x28,float32,756,3024,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→ConvTranspose→Sum→Greater,False,False,False,
task367,219324,gate_left_2_1,1x1x27x28,float32,756,3024,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.9643,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task170,19255,v15,1x1x27x27,float32,729,2916,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.4444,Where,Where→Pad→ReduceSum→ReduceMax→ReduceMax→Slice→Slice→Slice→Slice→Slice,False,False,False,
task170,19255,v20,1x1x27x27,float32,729,2916,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.5556,Where,Where→ReduceSum→ReduceMax→ReduceMax→ArgMax→Greater→ArgMax→Reshape→Cast→Where,False,False,False,
task367,219324,gate_right_2_1,1x1x27x27,float32,729,2916,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_2_2,1x1x27x27,float32,729,2916,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.963,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_right_1_2,1x1x28x26,float32,728,2912,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_1_3,1x1x28x26,float32,728,2912,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.9615,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_closed_3_1,1x1x26x28,float32,728,2912,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→ConvTranspose→Sum→Greater,False,False,False,
task367,219324,gate_left_3_1,1x1x26x28,float32,728,2912,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.9643,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task209,116524,c1408,30x12,int64,360,2880,interval_grid,False,False,True,False,False,False,False,0.0,41,"[-29,11]",0.0333,Equal,Equal→Equal→Equal→Equal→Equal→Equal→Equal→Equal→Equal→Equal,False,True,False,
task367,219324,gate_right_2_2,1x1x27x26,float32,702,2808,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_2_3,1x1x27x26,float32,702,2808,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.9615,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_right_3_1,1x1x26x27,float32,702,2808,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_3_2,1x1x26x27,float32,702,2808,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.963,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_right_1_3,1x1x28x25,float32,700,2800,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_1_4,1x1x28x25,float32,700,2800,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.96,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_closed_4_1,1x1x25x28,float32,700,2800,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→ConvTranspose→Sum→Greater,False,False,False,
task367,219324,gate_left_4_1,1x1x25x28,float32,700,2800,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.9643,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task170,19255,v17,1x1x26x26,float32,676,2704,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.4231,Where,Where→Pad→ReduceSum→ReduceMax→ReduceMax→Slice→Slice→Slice→Slice→Slice,False,False,False,
task367,219324,gate_right_3_2,1x1x26x26,float32,676,2704,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_3_3,1x1x26x26,float32,676,2704,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.9615,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_right_2_3,1x1x27x25,float32,675,2700,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_2_4,1x1x27x25,float32,675,2700,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.96,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_right_4_1,1x1x25x27,float32,675,2700,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_4_2,1x1x25x27,float32,675,2700,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.963,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_right_1_4,1x1x28x24,float32,672,2688,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_1_5,1x1x28x24,float32,672,2688,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.9583,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_closed_5_1,1x1x24x28,float32,672,2688,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→ConvTranspose→Sum→Greater,False,False,False,
task367,219324,gate_left_5_1,1x1x24x28,float32,672,2688,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.9643,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_right_3_3,1x1x26x25,float32,650,2600,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_3_4,1x1x26x25,float32,650,2600,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.96,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_right_4_2,1x1x25x26,float32,650,2600,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_4_3,1x1x25x26,float32,650,2600,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.9615,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_right_2_4,1x1x27x24,float32,648,2592,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_2_5,1x1x27x24,float32,648,2592,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.9583,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_right_5_1,1x1x24x27,float32,648,2592,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_5_2,1x1x24x27,float32,648,2592,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.963,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_right_1_5,1x1x28x23,float32,644,2576,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→ConvTranspose→Sum→Greater,False,False,False,
task367,219324,gate_right_4_3,1x1x25x25,float32,625,2500,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_4_4,1x1x25x25,float32,625,2500,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.96,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_right_3_4,1x1x26x24,float32,624,2496,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_3_5,1x1x26x24,float32,624,2496,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.9583,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_right_5_2,1x1x24x26,float32,624,2496,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_5_3,1x1x24x26,float32,624,2496,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.9615,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_right_2_5,1x1x27x23,float32,621,2484,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→ConvTranspose→Sum→Greater,False,False,False,
task159,12549,v14,1x10x11x11,float16,1210,2420,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.9669,Add,Add→Where→Pad→Sum,False,False,False,
task209,116524,c60,10x30,int64,300,2400,interval_grid,False,False,True,False,False,False,False,0.0,39,"[-29,9]",0.0333,Equal,Equal→Equal→Equal→Equal→Equal→Equal→Equal→Equal→Equal→Equal,False,True,False,
task367,219324,gate_right_4_4,1x1x25x24,float32,600,2400,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_4_5,1x1x25x24,float32,600,2400,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.9583,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_right_5_3,1x1x24x25,float32,600,2400,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_5_4,1x1x24x25,float32,600,2400,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.96,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task392,11286,v9,1x1x20x30,float32,600,2400,sparse_binary_mask,False,False,False,True,False,False,False,0.0,1,"[0.0,0.0]",1.0,Concat,Concat→Concat→Concat→Mul→Mul→Mul→Mul→Mul→Mul→Mul,True,False,False,
task367,219324,gate_right_3_5,1x1x26x23,float32,598,2392,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→ConvTranspose→Sum→Greater,False,False,False,
task367,219324,gate_right_5_4,1x1x24x24,float32,576,2304,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→Mul→ConvTranspose→ConvTranspose→Sum→Sum→Greater,False,False,False,
task367,219324,gate_left_5_5,1x1x24x24,float32,576,2304,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.9583,Mul,Mul→ConvTranspose→Sum→Greater,True,False,False,
task367,219324,gate_right_4_5,1x1x25x23,float32,575,2300,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→ConvTranspose→Sum→Greater,False,False,False,
task277,29850,onnx::Conv_476,19x1x5x6,float32,570,2280,unknown,False,False,False,False,False,False,False,0.0,3,"[-1.0,1.0]",0.1333,Conv,Conv→Greater→Cast→ReduceSum→Mul→Mul,False,False,False,
task367,219324,gate_right_5_5,1x1x24x23,float32,552,2208,dense_binary_bank,False,False,False,True,False,False,False,0.0,1,"[1.0,1.0]",0.0,Mul,Mul→ConvTranspose→Sum→Greater,False,False,False,
task209,116524,c733,30x9,int64,270,2160,interval_grid,False,False,True,False,False,False,False,0.0,38,"[-29,8]",0.0333,Equal,Equal→Equal→Equal→Equal→Equal→Equal→Equal→Equal→Equal→Equal,False,True,False,
task037,25086,identity_conv_sum_group_prefix_main_w,9x1x10x10,float16,900,1800,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.9,Conv,Conv→Conv→Relu→Relu→Mul→Mul→Mul,True,False,False,
task037,25086,identity_conv_sum_group_prefix_anti_w,9x1x10x10,float16,900,1800,one_hot_selector,False,False,False,False,False,False,True,1.0,2,"[0.0,1.0]",0.9,Conv,Conv→Conv→Relu→Relu→Mul→Mul→Mul,True,False,False,
task101,14360,/Constant_115_output_0,1x1x30x30,float16,900,1800,sparse_binary_mask,False,False,False,True,False,False,False,0.0,1,"[0.0,0.0]",1.0,Max,Max→Max→Max→Max→Max→Max→Conv→Max→Max→Cast,True,False,False,
task107,42039,v12,1x1x30x30,float16,900,1800,sparse_binary_mask,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.9956,Where,Where→Where→Where→Where,True,False,False,
task107,42039,v13,1x1x30x30,float16,900,1800,sparse_binary_mask,False,False,False,True,False,False,False,0.1333,2,"[0.0,1.0]",0.9956,Where,Where→Where→Where→Where,True,False,False,
task107,42039,v14,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.9911,Where,Where→Where→Where→Where,False,False,False,
task107,42039,v18,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.9933,Where,Where→Where→Where→Where,False,False,False,
task107,42039,v19,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.2,2,"[0.0,1.0]",0.9933,Where,Where→Where→Where→Where,False,False,False,
task107,42039,v20,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.9867,Where,Where→Where→Where→Where,False,False,False,
task107,42039,v24,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.9911,Where,Where→Where→Where→Where,False,False,False,
task107,42039,v25,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.2667,2,"[0.0,1.0]",0.9911,Where,Where→Where→Where→Where,False,False,False,
task107,42039,v26,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.9822,Where,Where→Where→Where→Where,False,False,False,
task107,42039,v30,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.9889,Where,Where→Where→Where→Where,False,False,False,
task107,42039,v31,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.3333,2,"[0.0,1.0]",0.9889,Where,Where→Where→Where→Less,False,False,False,
task107,42039,v32,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.9778,Where,Where→Where→Where→Where,False,False,False,
task107,42039,v36,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.9867,Where,Where→Where→Where→Less,False,False,False,
task107,42039,v37,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.4,2,"[0.0,1.0]",0.9867,Where,Where→Where→Less→Where,False,False,False,
task107,42039,v38,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.9733,Where,Where→Where→Where→Less,False,False,False,
task221,15246,G2,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.51,Where,Where→Sum→Sub→Concat,False,False,False,
task221,15246,G3,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.64,Where,Where→Sum→Sub→Concat,False,False,False,
task221,15246,G4,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.75,Where,Where→Sum→Sub→Concat,False,False,False,
task221,15246,G5,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.84,Where,Where→Sum→Sub→Concat,False,False,False,
task221,15246,G6,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.91,Where,Where→Sum→Sub→Concat,False,False,False,
task233,661410,border,1x1x30x30,float16,900,1800,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.8711,Mul,Mul→MaxPool→Mul→MaxPool,False,False,False,
task396,110040,row_bank_0,215,int64,215,1720,interval_sequence,False,False,True,False,False,False,False,0.0,15,"[0,14]",0.0698,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_0,215,int64,215,1720,interval_sequence,False,False,True,False,False,False,False,0.0,15,"[0,14]",0.0698,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,row_bank_5,196,int64,196,1568,interval_sequence,False,False,True,False,False,False,False,0.0,14,"[0,13]",0.0765,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_5,196,int64,196,1568,interval_sequence,False,False,True,False,False,False,False,0.0,15,"[0,14]",0.0714,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,row_bank_2,195,int64,195,1560,interval_sequence,False,False,True,False,False,False,False,0.0,15,"[0,14]",0.0667,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_2,195,int64,195,1560,interval_sequence,False,False,True,False,False,False,False,0.0,13,"[0,12]",0.0769,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,row_bank_1,193,int64,193,1544,interval_sequence,False,False,True,False,False,False,False,0.0,14,"[0,13]",0.0725,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_1,193,int64,193,1544,interval_sequence,False,False,True,False,False,False,False,0.0,14,"[0,13]",0.0725,Gather,Gather→Concat→Gather→Add,False,True,False,
task277,29850,onnx::ConvTranspose_489,31x1x4x3,float32,372,1488,dense_binary_bank,False,False,False,True,False,False,False,0.1855,2,"[0.0,1.0]",0.2097,ConvTranspose,ConvTranspose→ConvTranspose→ReduceSum→ReduceSum→Add→Add→Add→Add,False,False,False,
task277,29850,onnx::ConvTranspose_493,23x1x4x4,float32,368,1472,dense_binary_bank,False,False,False,True,False,False,False,0.0761,2,"[0.0,1.0]",0.212,ConvTranspose,ConvTranspose→ConvTranspose→ReduceSum→ReduceSum→Add→Add→Greater→Greater,False,False,False,
task133,1406822,fill_border_counts_4_weight,10x1x6x6,float32,360,1440,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.4444,Conv,Conv→Greater→Where→Mul→Mul→Mul→Mul→Mul→Mul→Mul,False,False,False,
task209,116524,c58,30x6,int64,180,1440,interval_grid,False,False,True,False,False,False,False,0.0,35,"[-29,5]",0.0333,Equal,Equal→Equal→Equal→Equal→Equal→Equal→Equal→Equal→Equal→Equal,False,True,False,
task396,110040,row_bank_6,177,int64,177,1416,interval_sequence,False,False,True,False,False,False,False,0.0,13,"[0,12]",0.0791,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_6,177,int64,177,1416,interval_sequence,False,False,True,False,False,False,False,0.0,14,"[0,13]",0.0734,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,row_bank_11,169,int64,169,1352,interval_sequence,False,False,True,False,False,False,False,0.0,13,"[0,12]",0.0769,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_11,169,int64,169,1352,interval_sequence,False,False,True,False,False,False,False,0.0,13,"[0,12]",0.0769,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,row_bank_10,166,int64,166,1328,interval_sequence,False,False,True,False,False,False,False,0.0,12,"[0,11]",0.0843,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_10,166,int64,166,1328,interval_sequence,False,False,True,False,False,False,False,0.0,14,"[0,13]",0.0723,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,row_bank_7,164,int64,164,1312,interval_sequence,False,False,True,False,False,False,False,0.0,13,"[0,12]",0.0793,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_7,164,int64,164,1312,interval_sequence,False,False,True,False,False,False,False,0.0,13,"[0,12]",0.0793,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,row_bank_3,162,int64,162,1296,interval_sequence,False,False,True,False,False,False,False,0.0,14,"[0,13]",0.0741,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_3,162,int64,162,1296,interval_sequence,False,False,True,False,False,False,False,0.0,12,"[0,11]",0.0864,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,row_bank_14,162,int64,162,1296,interval_sequence,False,False,True,False,False,False,False,0.0,11,"[0,10]",0.0926,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_14,162,int64,162,1296,interval_sequence,False,False,True,False,False,False,False,0.0,15,"[0,14]",0.0679,Gather,Gather→Concat→Gather→Add,False,True,False,
task159,12549,v10,1x10x8x8,float16,640,1280,dense_binary_bank,False,False,False,True,False,False,False,0.0,2,"[0.0,1.0]",0.9563,Add,Add→Where→Pad→Sum,False,False,False,
task290,35612,row_bank_0,159,int64,159,1272,interval_sequence,False,False,True,False,False,False,False,0.0,13,"[0,12]",0.0818,Gather,Gather→Concat→Gather→Add,False,True,False,
task290,35612,col_bank_0,159,int64,159,1272,interval_sequence,False,False,True,False,False,False,False,0.0,13,"[0,12]",0.0818,Gather,Gather→Concat→Gather→Add,False,True,False,
task392,11286,packed_v47_table,76x2,int64,152,1216,coordinate_bank,False,False,False,False,False,True,False,0.0,69,"[536084736,1152360205658957385]",0.0,Gather,Gather→Unsqueeze→Div→Mod,False,False,False,
task396,110040,row_bank_8,152,int64,152,1216,interval_sequence,False,False,True,False,False,False,False,0.0,13,"[0,12]",0.0789,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_8,152,int64,152,1216,interval_sequence,False,False,True,False,False,False,False,0.0,12,"[0,11]",0.0855,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,row_bank_15,152,int64,152,1216,interval_sequence,False,False,True,False,False,False,False,0.0,11,"[0,10]",0.0921,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_15,152,int64,152,1216,interval_sequence,False,False,True,False,False,False,False,0.0,14,"[0,13]",0.0724,Gather,Gather→Concat→Gather→Add,False,True,False,
task209,116524,c36,30x5,int64,150,1200,interval_grid,False,False,True,False,False,False,False,0.0,34,"[-4,29]",0.0333,Equal,Equal→Cast→MatMul→ConvTranspose→ConvTranspose→ConvTranspose,False,True,False,
task396,110040,row_bank_4,149,int64,149,1192,interval_sequence,False,False,True,False,False,False,False,0.0,14,"[0,13]",0.0738,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_4,149,int64,149,1192,interval_sequence,False,False,True,False,False,False,False,0.0,11,"[0,10]",0.094,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,row_bank_19,149,int64,149,1192,interval_sequence,False,False,True,False,False,False,False,0.0,10,"[0,9]",0.1007,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_19,149,int64,149,1192,interval_sequence,False,False,True,False,False,False,False,0.0,15,"[0,14]",0.0671,Gather,Gather→Concat→Gather→Add,False,True,False,
task277,29850,onnx::ConvTranspose_473,33x1x3x3,float32,297,1188,dense_binary_bank,False,False,False,True,False,False,False,0.1616,2,"[0.0,1.0]",0.2391,ConvTranspose,ConvTranspose→ConvTranspose→ReduceSum→ReduceSum→Add→Add→Add→Add,False,False,False,
task396,110040,row_bank_17,144,int64,144,1152,interval_sequence,False,False,True,False,False,False,False,0.0,12,"[0,11]",0.0833,Gather,Gather→Concat→Gather→Add,False,True,False,
task396,110040,col_bank_17,144,int64,144,1152,interval_sequence,False,False,True,False,False,False,False,0.0,12,"[0,11]",0.0833,Gather,Gather→Concat→Gather→Add,False,True,False,
